361,6
460,4
253,2
322,4
135,1
135,1
135,1
306,3
34,1
81,2
276,1
27,4
437,5
57,4
104,2
152,2
65,2
169,5
195,5
378,6
408,5
221,2
437,6
340,3
190,3
115,4
377,3
207,3
345,4
247,2
437,5
51,1
432,5
351,6
92,3
266,6
190,2
162,4
92,3
189,2
230,3
391,6
304,6
357,6
299,6
378,4
85,4
357,5
338,3
78,2
85,3
338,3
405,6
78,1
221,5
351,4
19,3
115,1
133,3
78,1
255,5
243,3
377,5
138,1
338,3
104,3
391,3
399,5
468,5
442,5
102,1
304,6
39,2
153,1
475,6
85,2
81,3
153,4
46,2
442,5
345,3
342,2
153,3
299,6
221,3
273,2
342,1
364,6
169,5
338,4
351,3
17,2
403,6
285,2
299,2
266,5
221,4
324,5
38,2
247,1
378,6
361,6
117,2
209,2
456,3
171,3
54,2
475,5
182,1
322,6
340,4
418,2
414,6
228,5
289,2
19,3
405,4
342,6
92,3
46,2
378,5
23,3
380,5
108,2
161,3
374,6
13,2
432,6
162,2
195,6
65,1
228,5
102,4
351,5
69,3
437,4
92,3
161,1
460,6
342,6
374,6
416,2
357,4
221,2
209,3
114,3
238,3
459,4
253,3
170,4
306,5
26,2
432,4
390,3
437,6
115,1
54,1
57,4
38,2
286,1
76,1
182,4
390,5
130,1
364,4
85,1
270,5
273,2
247,3
115,2
91,3
119,2
23,3
351,5
429,5
297,5
380,5
322,4
345,4
170,2
425,3
425,4
54,1
138,1
304,6
297,4
161,1
378,6
266,6
46,2
153,4
204,2
190,2
114,4
182,3
289,5
459,3
234,6
189,1
322,6
68,2
207,3
153,4
297,5
306,5
46,3
238,3
338,5
255,4
81,2
378,6
455,5
459,3
69,3
54,2
399,6
91,1
115,1
304,6
17,3
247,4
272,5
403,5
255,6
475,6
368,4
92,1
299,4
92,2
432,6
38,2
459,4
361,5
342,2
390,6
340,3
27,4
209,2
187,4
437,6
390,6
170,1
171,1
247,2
459,2
361,4
390,2
228,3
270,1
276,1
286,2
408,5
312,2
78,3
52,2
306,3
169,3
102,4
323,4
255,4
156,3
351,6
416,3
207,3
243,5
234,5
380,3
92,2
221,5
364,6
247,4
204,4
221,3
416,2
345,4
399,3
138,2
135,1
156,5
340,5
81,2
119,3
85,2
46,2
17,4
104,2
26,1
238,6
270,1
247,2
368,6
324,6
130,1
323,5
102,3
312,6
156,2
391,5
351,6
136,1
272,5
209,2
182,1
208,2
51,4
65,2
324,3
312,3
17,2
390,3
361,5
260,5
170,2
27,4
325,6
27,1
273,4
209,2
351,5
345,5
68,2
171,2
253,2
306,5
374,6
108,1
228,5
255,4
136,1
374,6
209,2
322,3
403,5
324,6
162,2
119,4
345,3
364,3
460,6
136,2
442,5
405,5
270,1
138,2
143,1
276,1
204,2
204,4
456,6
322,4
437,4
403,4
425,4
429,5
138,1
273,2
171,4
187,1
361,5
68,1
19,2
390,3
19,2
286,2
156,5
216,2
138,2
119,2
184,5
297,5
76,2
416,3
204,4
459,6
437,5
266,5
390,2
26,1
416,2
437,6
108,3
299,5
260,6
91,3
184,6
91,2
189,4
216,1
209,2
102,1
306,3
54,2
391,6
108,1
130,2
190,4
85,4
54,4
152,6
17,2
429,5
312,5
391,6
39,4
76,1
208,1
459,2
304,5
156,1
425,3
432,6
13,2
456,6
153,5
170,1
361,3
306,4
46,2
130,1
190,1
391,4
270,1
57,5
455,6
459,4
286,4
19,3
190,4
460,4
459,4
108,3
143,2
475,4
338,2
322,2
459,5
325,6
161,2
455,3
26,1
408,5
289,6
286,3
153,2
425,5
119,2
161,1
306,5
456,6
323,3
170,2
78,3
324,1
169,5
345,3
323,4
272,1
377,5
133,2
38,2
255,1
119,2
182,3
442,6
216,3
23,3
195,3
266,6
117,1
95,5
437,4
442,6
432,4
187,1
228,3
135,2
255,2
273,2
161,4
78,1
285,3
46,1
368,6
65,2
234,5
19,2
69,1
69,2
23,3
39,3
39,1
468,6
286,2
184,2
230,1
475,5
374,5
23,2
276,1
39,3
115,2
187,3
208,1
414,6
323,2
208,1
253,2
